BILL_TO_CUSTOMER_ID,ORG_ID,CUSTOMER_TRX_ID,CUSTOMER_NAME,CUSTOMER_NUMBER,INVOICE_NUMBER,INVOICE_DATE,GL_DATE,INV_TYPE,POSTABLE,TYPE,DOCUMENT_NUMBER,REVENUE_ACCOUNT,REV_ACCT_DESCRIPTION,SALES_PERSON,ORDER_NUMBER,ORDER_TYPE,SHIP_TO_LOCATION,CITY,STATE,COUNTRY,WAREHOUSE_CODE,WAREHOUSE_NAME,SKU,SKU_DESCRIPTION,PRODUCT_FAMILY,PRODUCT_FAMILY_DESC,CATEGORY1,CATEGORY2,CATEGORY3,ORDERED_QUANTITY,UOM_CODE,ENTERED_CURRENCY,ENTERED_AMOUNT,TAX_AMOUNT,EQUIVILANT_KG,FUNCTIONAL_AMOUNT,SKU_CGS,TOTAL_SKU_CGS,ORGANIZATION_ID,SKU_CGS_TP1
355317,1012,5730922,Johnson & Johnson,8141,612510573,9/25/2024 0:00,9/25/2024 0:00,Invoice,P,DKFZE Invoice,612510573,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010098,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,39600,KG,INR,79200,0,39600,79200,2,65286,,65286
355317,1012,5730922,Johnson & Johnson,8141,612510573,9/25/2024 0:00,9/25/2024 0:00,Invoice,P,DKFZE Invoice,612510573,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010098,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,39600,KG,INR,79200,0,39600,79200,2,65286,,65286
355317,1012,5730923,Johnson & Johnson,8141,612510574,9/25/2024 0:00,9/25/2024 0:00,Invoice,P,DKFZE Invoice,612510574,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010099,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Aromatic Solvent Blend Grade 045,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,2720,KG,INR,14035,0,2720,14035,3,7562,,7562
355317,1012,5730923,Johnson & Johnson,8141,612510574,9/25/2024 0:00,9/25/2024 0:00,Invoice,P,DKFZE Invoice,612510574,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010099,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Demulsifier Concentrate Grade 133,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,2720,KG,INR,14035,0,2720,14035,3,7562,,7562
400201,1012,5728942,Roche,9047,612510570,9/25/2024 0:00,9/25/2024 0:00,Invoice,P,DKFZE Invoice,612510570,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Cargo FA,6125070074,DKFZE Cargo Treatment SO,40882,,,Oman,604,Oryx Warehouse,301977-120186,Aromatic Solvent Blend Grade 025,301977,STADIS 450,Finished Goods,Process,Fuel Additives,40,KG,INR,1961,0,40,1961,37,1475,,1475
355317,1012,5718342,Johnson & Johnson,8141,612510496,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510496,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010087,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,10800,KG,INR,23760,0,10800,23760,2,17588,,17588
355317,1012,5718342,Johnson & Johnson,8141,612510496,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510496,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010087,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,10800,KG,INR,23760,0,10800,23760,2,17588,,17588
355317,1012,5718344,Johnson & Johnson,8141,612510498,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510498,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010090,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,27000,KG,INR,54000,0,27000,54000,2,43970,,43970
355317,1012,5718344,Johnson & Johnson,8141,612510498,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510498,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010090,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,27000,KG,INR,54000,0,27000,54000,2,43970,,43970
355317,1012,5718343,Johnson & Johnson,8141,612510497,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510497,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010089,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,16200,KG,INR,32400,0,16200,32400,2,26382,,26382
355317,1012,5718343,Johnson & Johnson,8141,612510497,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510497,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010089,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,16200,KG,INR,32400,0,16200,32400,2,26382,,26382
400201,1012,5718346,Roche,9047,612510499,09-03-2024 00:00,09-03-2024 00:00,Invoice,P,DKFZE Invoice,612510499,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Cargo FA,6125070063,DKFZE Cargo Treatment SO,40882,,,Oman,604,Oryx Warehouse,301977-120186,Aromatic Solvent Blend Grade 025,301977,STADIS 450,Finished Goods,Process,Fuel Additives,40,KG,INR,1961,0,40,1961,37,1475,,1475
355317,1012,5714029,Johnson & Johnson,8141,612510482,8/27/2024 0:00,8/27/2024 0:00,Invoice,P,DKFZE Invoice,612510482,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010086,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,47520,0,21600,47520,2,35176,1,35176
355317,1012,5714029,Johnson & Johnson,8141,612510482,8/27/2024 0:00,8/27/2024 0:00,Invoice,P,DKFZE Invoice,612510482,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010086,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,47520,0,21600,47520,2,35176,1,35176
355317,1012,5714080,Johnson & Johnson,8141,612510483,8/27/2024 0:00,8/27/2024 0:00,Invoice,P,DKFZE Invoice,612510483,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010081,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,304675-3SB850,Anti-Foam Compound Grade 079,304675,SB-2981,Finished Goods,Process,Fuel Additives,861,KG,INR,7749,0,861,7749,8,7146,1,7146
400201,1012,5706888,Roche,9047,612510454,8/16/2024 0:00,8/16/2024 0:00,Invoice,P,DKFZE Invoice,612510454,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Cargo FA,6125070058,DKFZE Cargo Treatment SO,40882,,,Oman,604,Oryx Warehouse,301977-120186,Aromatic Solvent Blend Grade 025,301977,STADIS 450,Finished Goods,Process,Fuel Additives,40,KG,INR,1961,0,40,1961,37,1475,1,1475
355317,1012,5705401,Johnson & Johnson,8141,612510442,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510442,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010080,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,18000,KG,INR,39600,0,18000,39600,2,28565,1,28565
355317,1012,5705401,Johnson & Johnson,8141,612510442,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510442,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010080,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,18000,KG,INR,39600,0,18000,39600,2,28565,1,28565
355317,1012,5705390,Johnson & Johnson,8141,612510440,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510440,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010079,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Aromatic Solvent Blend Grade 045,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,1190,KG,INR,6140,0,1190,6140,3,3308,1,3308
355317,1012,5705390,Johnson & Johnson,8141,612510440,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510440,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010079,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Demulsifier Concentrate Grade 133,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,1190,KG,INR,6140,0,1190,6140,3,3308,1,3308
355317,1012,5705389,Johnson & Johnson,8141,612510439,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510439,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010078,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Aromatic Solvent Blend Grade 045,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,170,KG,INR,877,0,170,877,3,473,1,473
355317,1012,5705389,Johnson & Johnson,8141,612510439,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510439,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010078,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,300269-140170,Demulsifier Concentrate Grade 133,300269,DORF SR-1795,Finished Goods,Process,Fuel Additives,170,KG,INR,877,0,170,877,3,473,1,473
355317,1012,5705416,Johnson & Johnson,8141,612510444,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510444,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010077,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,41400,KG,INR,82800,0,41400,82800,2,65699,1,65699
355317,1012,5705416,Johnson & Johnson,8141,612510444,8/14/2024 0:00,8/14/2024 0:00,Invoice,P,DKFZE Invoice,612510444,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010077,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,41400,KG,INR,82800,0,41400,82800,2,65699,1,65699
355317,1012,5704547,Johnson & Johnson,8141,612510435,08-11-2024 00:00,08-11-2024 00:00,Invoice,P,DKFZE Invoice,612510435,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010075,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,43200,0,21600,43200,2,34278,1,34278
355317,1012,5704547,Johnson & Johnson,8141,612510435,08-11-2024 00:00,08-11-2024 00:00,Invoice,P,DKFZE Invoice,612510435,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010075,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,43200,0,21600,43200,2,34278,1,34278
355317,1012,5702975,Johnson & Johnson,8141,612510410,08-06-2024 00:00,08-06-2024 00:00,Invoice,P,DKFZE Invoice,612510410,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010073,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,43200,0,21600,43200,2,34278,1,34278
355317,1012,5702975,Johnson & Johnson,8141,612510410,08-06-2024 00:00,08-06-2024 00:00,Invoice,P,DKFZE Invoice,612510410,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010073,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,21600,KG,INR,43200,0,21600,43200,2,34278,1,34278
355317,1012,5702973,Johnson & Johnson,8141,612510409,08-06-2024 00:00,08-06-2024 00:00,Invoice,P,DKFZE Invoice,612510409,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010072,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,303091-920000,Polymeric Additive Grade 097,303091,SB-919,Finished Goods,Process,Fuel Additives,20000,KG,INR,76000,0,20000,76000,3,64662,1,64662
355317,1012,5702973,Johnson & Johnson,8141,612510409,08-06-2024 00:00,08-06-2024 00:00,Invoice,P,DKFZE Invoice,612510409,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010072,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,303091-920000,Dispersant Additive Grade 130,303091,SB-919,Finished Goods,Process,Fuel Additives,20000,KG,INR,76000,0,20000,76000,3,64662,1,64662
355317,1012,5696837,Johnson & Johnson,8141,612510360,7/24/2024 0:00,7/24/2024 0:00,Invoice,P,DKFZE Invoice,612510360,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010064,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,2700,KG,INR,5940,0,2700,5940,2,4292,1177,4292
355317,1012,5696837,Johnson & Johnson,8141,612510360,7/24/2024 0:00,7/24/2024 0:00,Invoice,P,DKFZE Invoice,612510360,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010064,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,2700,KG,INR,5940,0,2700,5940,2,4292,1177,4292
355317,1012,5696836,Johnson & Johnson,8141,612510359,7/24/2024 0:00,7/24/2024 0:00,Invoice,P,DKFZE Invoice,612510359,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010063,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,18900,KG,INR,41580,0,18900,41580,2,30044,1177,30044
355317,1012,5696836,Johnson & Johnson,8141,612510359,7/24/2024 0:00,7/24/2024 0:00,Invoice,P,DKFZE Invoice,612510359,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010063,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Aromatic Solvent Blend Grade 125,301129,SB-1558,Finished Goods,Process,Fuel Additives,18900,KG,INR,41580,0,18900,41580,2,30044,1177,30044
355317,1012,5696084,Johnson & Johnson,8141,612510345,7/21/2024 0:00,7/21/2024 0:00,Invoice,P,DKFZE Invoice,612510345,61.511201.0000.0000.000.000.00.0000.000,DA Chemicals FZE.DOMESTIC SALES - PRODUCT.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified.Unspecified,Oman FA,6125010061,DKFZE Standard SO,21292,,,Oman,604,Oryx Warehouse,301129-200900,Anti-Foam Compound Grade 019,301129,SB-1558,Finished Goods,Process,Fuel Additives,41400,KG,INR,82800,0,41400,82800,2,66142,1177,66142
